DS_CAST_NO,DS_DS_NO,HM Wt,HM Temp,HM S,Aim S,Act Mg,Act Lime,ADS
T93568,1,166.3,1358.0,0.059,0.012,86,330,0.02
T93612,1,164.1,1410.0,0.056,0.012,52,289,0.012
T96977,1,168.3,1367.0,0.02,0.012,78,408,0.023
T97892,1,161.4,1358.0,0.036,0.012,82,348,0.019
T96232,1,156.8,1353.0,0.066,0.012,66,301,0.02
T96450,2,164.5,1354.0,0.038,0.012,72,301,0.018
T98994,2,167.7,1375.0,0.037,0.012,97,312,0.024
T91502,2,166.1,1369.0,0.047,0.012,70,354,0.019
T97374,1,158.8,1390.0,0.042,0.012,79,390,0.022
T98721,2,166.1,1351.0,0.063,0.012,81,400,0.021
T98869,2,169.8,1376.0,0.024,0.012,56,356,0.015
T92757,1,166.4,1400.0,0.053,0.012,100,278,0.025
T98035,1,160.0,1405.0,0.055,0.012,67,390,0.019
T94385,2,165.5,1352.0,0.064,0.012,67,310,0.019
T96051,2,176.9,,0.041,0.012,77,317,0.02
T96575,2,157.7,1354.0,0.035,0.012,71,323,0.017
T95555,2,172.7,1348.0,0.051,0.012,65,287,0.017
T99755,2,149.3,1387.0,0.056,0.012,77,316,0.02
T96450,1,161.2,1342.0,0.029,0.012,54,282,0.012
T91854,2,162.0,1424.0,0.028,0.012,88,375,0.02
T96393,2,172.6,1376.0,0.033,0.012,74,259,0.018
T95389,2,177.4,1366.0,0.032,0.012,77,396,0.02
T97278,2,172.8,1420.0,0.058,0.012,65,348,0.017
T98385,2,168.6,1337.0,0.047,0.012,63,329,0.017
T99154,2,172.4,1351.0,0.047,0.012,55,286,0.014
T94561,1,155.5,1339.0,0.021,0.012,79,409,0.02
T94581,1,171.3,1369.0,0.07,0.012,50,408,0.018
T97235,1,157.3,1354.0,0.061,0.012,72,330,0.02
T92930,2,159.8,1337.0,0.042,0.012,63,273,0.015
T98208,2,167.8,1340.0,0.023,0.012,72,289,0.016
T96575,1,156.3,1378.0,0.055,0.012,58,317,0.018
T91064,2,173.6,1386.0,0.047,0.012,84,282,0.02
T97331,2,165.0,1335.0,0.054,0.012,57,315,0.016
T99164,2,155.9,1365.0,0.054,0.012,40,275,0.009
T97528,1,175.6,1360.0,0.028,0.012,65,300,0.014
T95931,1,163.2,1354.0,0.036,0.012,59,337,0.013
T92306,1,163.9,1410.0,0.021,0.012,66,303,0.016
T98215,2,163.5,1369.0,0.069,0.012,60,295,0.018
T96892,1,144.6,1374.0,0.06,0.012,72,308,0.019
T94840,1,173.8,1387.0,0.066,0.012,53,285,0.015
T96530,1,165.2,1372.0,0.022,0.012,70,289,0.013
T97265,2,166.1,1370.0,0.045,0.012,66,438,0.018
T97019,1,169.8,1391.0,0.057,0.012,58,288,0.015
T96249,1,162.9,1356.0,0.025,0.012,55,338,0.013
T98858,2,157.2,1359.0,0.059,0.012,86,273,0.02
T94696,1,158.5,1345.0,0.052,0.012,54,230,0.015
T93327,2,171.1,1405.0,0.069,0.012,60,282,0.018
T98629,2,164.9,1384.0,0.027,0.012,83,316,0.018
T92986,1,172.0,,0.051,0.012,71,282,0.016
T99901,1,173.3,1409.0,0.067,0.012,72,236,0.013
T96450,1,171.2,1339.0,0.057,0.012,59,297,0.02
T96892,2,173.8,1368.0,0.037,0.012,67,322,0.011
T98215,1,160.0,1333.0,0.026,0.012,94,355,0.022
T97892,1,169.2,1335.0,0.068,0.012,83,315,0.02
T94561,1,161.7,1398.0,0.024,0.012,57,279,0.014
T96618,2,157.3,1412.0,0.069,0.012,65,376,0.02
T94581,2,168.2,1360.0,0.035,0.012,40,414,0.013
T96592,2,170.3,1360.0,0.063,0.012,78,332,0.02
T93931,1,162.6,1359.0,0.048,0.012,57,391,0.017
T96116,1,165.3,1412.0,0.066,0.012,75,355,0.021
T98208,2,169.9,1355.0,0.041,0.012,69,416,0.019
T94099,1,160.7,1412.0,0.062,0.012,65,327,0.018
T91878,1,170.7,1371.0,0.032,0.012,67,364,0.018
T94748,2,158.7,1358.0,0.043,0.012,67,387,0.017
T96915,2,167.9,1377.0,0.062,0.012,56,322,0.018
T93558,2,156.5,1417.0,0.026,0.012,80,356,0.019
T92663,1,174.4,1374.0,0.056,0.012,70,324,0.018
T96675,1,169.8,1365.0,0.042,0.012,84,287,0.016
T98125,1,179.1,1383.0,0.046,0.012,50,250,0.011
T93327,2,158.5,1364.0,0.049,0.012,81,381,0.02
T98099,2,169.7,1342.0,0.034,0.012,63,397,0.019
T99666,1,164.9,1368.0,0.025,0.012,64,312,0.015
T93511,2,154.7,1392.0,0.021,0.012,82,278,0.016
T95426,2,165.8,1381.0,0.042,0.012,83,348,0.021
T92757,1,169.0,1338.0,0.033,0.012,88,340,0.022
T94385,2,178.8,1390.0,0.052,0.012,69,244,0.011
T95218,1,161.5,,0.056,0.012,66,391,0.02
T93062,2,168.3,1373.0,0.045,0.012,86,288,0.017
T99792,1,167.1,,0.051,0.012,78,305,0.019
T99838,2,163.8,1393.0,0.048,0.012,72,285,0.018
T91202,1,164.3,1392.0,0.02,0.012,45,268,0.01
T92636,2,170.2,1326.0,0.062,0.012,66,222,0.015
T99684,2,164.3,1386.0,0.023,0.012,64,328,0.016
T93790,2,163.4,1363.0,0.041,0.012,66,263,0.014
T92028,2,161.5,1378.0,0.026,0.012,60,351,0.017
T98280,2,154.5,1347.0,0.053,0.012,65,319,0.018
T92899,1,171.5,1393.0,0.036,0.012,87,313,0.021
T92757,1,161.4,1397.0,0.024,0.012,81,306,0.015
T92021,1,173.6,1368.0,0.022,0.012,75,345,0.018
T96172,2,173.8,1328.0,0.032,0.012,74,325,0.019
T92528,1,181.8,1383.0,0.053,0.012,57,385,0.017
T93911,2,168.1,1375.0,0.056,0.012,76,279,0.021
T97019,2,168.9,1322.0,0.026,0.012,76,421,0.021
T98721,1,169.3,1370.0,0.027,0.012,70,398,0.017
T98629,1,166.8,1390.0,0.05,0.012,54,378,0.016
T93558,2,173.3,1314.0,0.068,0.012,87,308,0.025
T98099,2,164.4,1372.0,0.048,0.012,68,364,0.021
T98989,1,168.9,1376.0,0.056,0.012,74,348,0.018
T94627,1,164.2,1376.0,0.049,0.012,79,284,0.017
T93790,2,155.8,1364.0,0.025,0.012,52,278,0.014
T97287,2,170.2,1374.0,0.067,0.012,88,312,0.022
T97668,1,145.8,1365.0,0.024,0.012,54,237,0.011
T91854,2,168.8,1363.0,0.058,0.012,68,284,0.017
T92636,2,172.6,1382.0,0.069,0.012,87,298,0.022
T98721,1,169.1,1434.0,0.036,0.012,55,338,0.015
T97235,1,159.5,1369.0,0.029,0.012,66,337,0.015
T94242,2,175.8,1353.0,0.048,0.012,79,234,0.018
T97938,2,177.7,1367.0,0.06,0.012,85,394,0.024
T92291,1,169.7,,0.067,0.012,54,253,0.018
T97420,2,178.0,1353.0,0.055,0.012,56,237,0.014
T91161,1,179.8,1353.0,0.037,0.012,67,353,0.019
T96592,2,160.5,1349.0,0.045,0.012,77,378,0.02
T93731,1,158.6,1356.0,0.058,0.012,68,324,0.02
T93695,2,170.2,1372.0,0.059,0.012,70,344,0.021
T96530,2,143.0,1368.0,0.024,0.012,67,355,0.018
T96486,2,163.4,1398.0,0.051,0.012,71,321,0.019
T97938,1,160.4,1319.0,0.068,0.012,74,338,0.02
T98125,1,163.7,1366.0,0.059,0.012,76,296,0.016
T98629,1,156.4,1356.0,0.02,0.012,89,308,0.021
T91161,2,163.9,1340.0,0.031,0.012,74,356,0.019
T94510,2,169.2,1349.0,0.042,0.012,77,381,0.022
T95282,1,177.1,1324.0,0.055,0.012,79,309,0.019
T98554,1,168.3,1366.0,0.048,0.012,79,276,0.018
T96592,2,152.6,1370.0,0.024,0.012,74,453,0.021
T92685,2,165.5,1335.0,0.057,0.012,89,333,0.019
T99110,2,174.9,1368.0,0.062,0.012,47,232,0.011
T91878,2,163.5,1372.0,0.03,0.012,68,293,0.017
T92757,1,169.8,1347.0,0.023,0.012,73,206,0.013
T99800,1,173.5,1372.0,0.06,0.012,62,328,0.017
T96535,2,166.2,,0.052,0.012,87,329,0.023
T92528,2,167.5,1365.0,0.06,0.012,45,321,0.014
T96056,2,169.1,1390.0,0.048,0.012,65,300,0.016
T96575,1,162.1,,0.041,0.012,49,316,0.011
T92028,1,163.6,1397.0,0.068,0.012,65,350,0.018
T93327,2,158.9,1348.0,0.059,0.012,60,368,0.02
T99433,2,161.6,1365.0,0.041,0.012,73,308,0.019
T95555,2,170.7,1321.0,0.065,0.012,97,335,0.026
T97863,2,168.8,1387.0,0.07,0.012,86,357,0.026
T96463,2,157.1,1391.0,0.035,0.012,53,381,0.016
T95389,2,158.3,1398.0,0.065,0.012,75,292,0.018
T98869,1,160.9,1417.0,0.022,0.012,63,407,0.016
T93027,1,155.1,1397.0,0.031,0.012,80,365,0.02
T91775,1,166.8,1383.0,0.028,0.012,79,319,0.018
T97265,2,160.6,1372.0,0.038,0.012,86,317,0.019
T96051,2,168.6,1435.0,0.048,0.012,89,329,0.02
T92734,2,172.1,1377.0,0.056,0.012,82,268,0.021
T96530,1,153.3,1430.0,0.065,0.012,68,280,0.019
T99958,2,160.6,1353.0,0.028,0.012,67,259,0.017
T95931,1,154.2,1362.0,0.049,0.012,54,347,0.014
T96249,2,152.1,1389.0,0.048,0.012,74,310,0.02
T99792,2,168.8,1295.0,0.043,0.012,75,338,0.022
T94510,2,166.5,1364.0,0.055,0.012,48,365,0.015
T98721,1,161.0,1400.0,0.046,0.012,83,367,0.021
T92306,1,158.3,1360.0,0.048,0.012,66,224,0.015
T96592,1,157.4,1370.0,0.065,0.012,57,306,0.017
T95887,2,166.2,1331.0,0.063,0.012,72,252,0.017
T91206,1,163.4,1360.0,0.049,0.012,52,288,0.014
T94843,2,158.7,1349.0,0.028,0.012,61,213,0.015
T95636,2,167.9,1389.0,0.068,0.012,59,364,0.019
T94152,1,167.0,1390.0,0.051,0.012,59,233,0.016
T91698,1,158.2,1350.0,0.06,0.012,57,268,0.013
T97396,2,161.7,1346.0,0.023,0.012,67,274,0.011
T99838,2,171.0,1409.0,0.065,0.012,80,368,0.022
T98858,2,170.2,1337.0,0.055,0.012,57,325,0.017
T98849,2,160.4,1390.0,0.054,0.012,61,288,0.014
T94843,1,176.6,1371.0,0.026,0.012,57,262,0.011
T93047,1,163.8,1398.0,0.056,0.012,80,337,0.023
T94627,1,170.5,1375.0,0.024,0.012,65,233,0.014
T92678,2,157.6,1357.0,0.023,0.012,74,276,0.015
T97278,2,163.9,1341.0,0.036,0.012,64,407,0.019
T99392,2,158.6,1342.0,0.021,0.012,87,369,0.023
T95887,1,153.4,1338.0,0.028,0.012,67,247,0.015
T93911,2,164.7,1367.0,0.056,0.012,83,384,0.025
T97019,2,162.7,1390.0,0.062,0.012,80,319,0.02
T98849,1,172.5,1347.0,0.029,0.012,65,358,0.017
T92685,1,161.0,1344.0,0.061,0.012,61,340,0.019
T97331,2,166.9,1374.0,0.044,0.012,64,310,0.014
T91769,1,162.2,1405.0,0.068,0.012,66,329,0.017
T94556,2,158.2,1389.0,0.027,0.012,86,380,0.022
T95282,1,170.6,1368.0,0.023,0.012,81,402,0.022
T97546,2,160.7,1344.0,0.062,0.012,74,333,0.021
T98777,1,162.0,1371.0,0.038,0.012,63,278,0.014
T97776,1,156.7,1392.0,0.043,0.012,59,318,0.015
T93558,1,153.2,1385.0,0.046,0.012,52,427,0.02
T93027,1,168.2,1376.0,0.061,0.012,65,356,0.019
T99164,2,164.3,1398.0,0.024,0.012,63,359,0.016
T91391,2,171.4,1407.0,0.048,0.012,85,333,0.021
T99006,1,168.6,1391.0,0.042,0.012,75,360,0.019
T93454,2,156.3,1320.0,0.037,0.012,69,304,0.016
T92306,1,165.0,1394.0,0.037,0.012,79,339,0.021
T92528,1,164.8,1366.0,0.067,0.012,85,273,0.02
T93911,2,172.1,1373.0,0.033,0.012,68,255,0.016
T99684,2,173.6,1364.0,0.043,0.012,67,271,0.013
T94581,2,152.9,1353.0,0.045,0.012,53,382,0.016
T94242,2,172.7,1311.0,0.056,0.012,86,257,0.024
T99800,2,171.7,1377.0,0.046,0.012,81,423,0.024
T97776,2,159.3,1337.0,0.051,0.012,63,365,0.016
T92899,2,164.7,1383.0,0.04,0.012,81,369,0.022
T92059,1,150.3,1360.0,0.056,0.012,41,254,0.013
T94840,2,164.6,1398.0,0.043,0.012,64,294,0.017
T96311,1,157.7,1414.0,0.031,0.012,70,335,0.017
T97873,2,168.6,1367.0,0.061,0.012,73,322,0.018
T99684,2,167.9,1357.0,0.058,0.012,81,387,0.024
T92528,1,164.3,1352.0,0.051,0.012,59,299,0.015
T94840,1,166.4,1381.0,0.046,0.012,76,367,0.018
T97546,1,159.5,,0.03,0.012,79,372,0.019
T99684,1,157.1,1369.0,0.063,0.012,67,331,0.016
T94005,2,179.8,1347.0,0.025,0.012,64,317,0.013
T93811,2,172.2,1371.0,0.039,0.012,55,245,0.013
T96051,1,165.9,1412.0,0.063,0.012,62,333,0.017
T99164,1,163.5,1352.0,0.05,0.012,45,364,0.016
T96276,2,181.8,1370.0,0.042,0.012,67,286,0.014
T99838,2,176.7,1382.0,0.06,0.012,71,259,0.014
T93568,1,163.0,,0.069,0.012,66,290,0.018
T91663,2,158.2,1399.0,0.029,0.012,64,308,0.013
T96172,2,165.4,1388.0,0.023,0.012,69,350,0.015
T98574,1,162.4,1380.0,0.043,0.012,72,326,0.017
T95555,1,158.4,1442.0,0.034,0.012,76,279,0.017
T93911,1,174.6,1388.0,0.053,0.012,52,210,0.009
T99110,1,168.7,,0.045,0.012,64,390,0.019
T96450,2,162.1,1400.0,0.045,0.012,52,246,0.014
T96276,1,162.1,1384.0,0.038,0.012,64,305,0.015
T93811,2,165.1,,0.031,0.012,82,313,0.018
T98513,2,161.6,1356.0,0.031,0.012,72,225,0.015
T99338,2,161.0,1369.0,0.039,0.012,65,241,0.014
T91995,2,179.4,1337.0,0.054,0.012,61,205,0.012
T93747,1,158.6,1367.0,0.037,0.012,64,363,0.019
T95887,2,149.5,1341.0,0.036,0.012,62,304,0.016
T94840,1,169.6,1373.0,0.041,0.012,74,311,0.017
T91878,2,172.8,1353.0,0.07,0.012,58,319,0.016
T97910,1,166.1,1390.0,0.025,0.012,64,230,0.014
T97585,2,153.7,1358.0,0.035,0.012,62,225,0.012
T97910,2,164.0,,0.035,0.012,55,331,0.015
T94840,1,161.4,1365.0,0.069,0.012,51,304,0.015
T93811,1,174.4,1400.0,0.04,0.012,69,227,0.013
T95555,1,159.1,1368.0,0.048,0.012,54,326,0.012
T98916,1,166.6,1359.0,0.03,0.012,68,330,0.018
T91197,2,169.2,1325.0,0.021,0.012,81,351,0.015
T91878,2,159.0,1336.0,0.037,0.012,69,340,0.014
T98721,2,160.8,1389.0,0.052,0.012,66,337,0.019
T97873,2,168.0,1338.0,0.055,0.012,51,311,0.015
T95737,2,142.6,1394.0,0.058,0.012,61,365,0.017
T91995,1,174.5,1359.0,0.063,0.012,58,353,0.019
T94099,1,157.9,1370.0,0.026,0.012,62,299,0.012
T95658,2,165.3,1384.0,0.024,0.012,70,202,0.014
T93911,1,155.5,1397.0,0.059,0.012,77,285,0.021
T94304,2,174.2,1334.0,0.042,0.012,41,261,0.01
T92678,2,165.0,1335.0,0.067,0.012,84,456,0.028
T91659,1,166.5,1363.0,0.067,0.012,55,262,0.013
T92484,2,168.9,1400.0,0.027,0.012,92,366,0.021
T97265,1,172.6,1370.0,0.055,0.012,63,239,0.013
T92184,2,157.2,1399.0,0.023,0.012,73,239,0.016
T99322,1,163.1,1329.0,0.04,0.012,70,371,0.019
T94099,2,173.8,1356.0,0.062,0.012,64,288,0.015
T98392,2,161.9,1372.0,0.043,0.012,80,435,0.021
T91659,1,174.6,1343.0,0.022,0.012,84,397,0.018
T96276,2,166.4,1341.0,0.032,0.012,66,297,0.017
T96056,2,162.0,1350.0,0.024,0.012,58,244,0.012
T93695,1,169.9,1360.0,0.04,0.012,54,354,0.017
T91659,1,163.9,1342.0,0.055,0.012,83,306,0.021
T98555,1,171.0,1400.0,0.053,0.012,54,373,0.016
T98098,2,161.6,1375.0,0.056,0.012,71,401,0.022
T92899,1,171.0,1378.0,0.039,0.012,76,290,0.02
T96575,1,168.1,1377.0,0.033,0.012,61,345,0.014
T99004,1,162.6,1409.0,0.023,0.012,77,286,0.017
T91206,2,152.2,1421.0,0.067,0.012,68,371,0.019
T97278,1,168.3,1363.0,0.026,0.012,66,271,0.011
T91698,2,172.5,1383.0,0.029,0.012,52,362,0.014
T94763,2,166.3,1363.0,0.021,0.012,62,336,0.015
T94073,1,149.3,1392.0,0.036,0.012,60,246,0.013
T96575,2,173.0,,0.061,0.012,78,252,0.017
T96618,2,167.8,1370.0,0.037,0.012,72,310,0.018
T94304,2,169.3,1394.0,0.053,0.012,60,287,0.015
T91860,2,164.4,1362.0,0.068,0.012,49,200,0.012
T96618,2,151.5,1399.0,0.065,0.012,78,233,0.021
T96915,1,169.1,1348.0,0.029,0.012,81,253,0.017
T96191,1,163.5,1343.0,0.038,0.012,81,349,0.022
T91698,1,159.9,1385.0,0.058,0.012,73,312,0.019
T97265,2,177.2,1399.0,0.069,0.012,57,268,0.011
T91663,1,169.1,1386.0,0.056,0.012,62,292,0.017
T93790,2,166.5,1396.0,0.033,0.012,42,364,0.013
T96892,2,159.0,1349.0,0.027,0.012,71,392,0.019
T94763,2,158.1,1368.0,0.045,0.012,77,245,0.015
T99004,2,168.5,1331.0,0.03,0.012,59,285,0.015
T99164,1,151.0,1340.0,0.031,0.012,59,339,0.016
T98280,2,168.9,1406.0,0.052,0.012,40,301,0.011
T93433,1,169.3,1361.0,0.046,0.012,75,379,0.02
T98989,1,174.6,1416.0,0.026,0.012,83,263,0.015
T93568,2,171.9,1374.0,0.028,0.012,68,294,0.015
T91663,1,173.0,1364.0,0.021,0.012,61,328,0.013
T98099,1,160.8,1364.0,0.031,0.012,59,317,0.015
T99901,1,154.7,1395.0,0.064,0.012,63,300,0.016
T96051,2,166.2,1367.0,0.06,0.012,79,330,0.023
T99755,2,168.1,1371.0,0.041,0.012,64,351,0.017
T93695,2,172.1,1378.0,0.057,0.012,57,291,0.014
T97585,1,175.4,1336.0,0.04,0.012,94,312,0.019
T95426,1,156.8,1372.0,0.06,0.012,55,256,0.014
T91391,2,171.0,1369.0,0.029,0.012,56,273,0.012
T97668,2,149.3,1381.0,0.028,0.012,59,273,0.016
T95555,1,166.9,1395.0,0.024,0.012,71,320,0.015
T93454,2,169.9,1364.0,0.032,0.012,65,312,0.016
T98892,2,154.3,1383.0,0.027,0.012,63,374,0.016
T91064,1,169.4,1336.0,0.06,0.012,69,274,0.016
T96618,1,157.5,1420.0,0.032,0.012,56,288,0.015
T98574,2,162.2,1409.0,0.046,0.012,73,286,0.017
T92998,2,171.0,1362.0,0.058,0.012,79,458,0.023
T98099,2,162.8,1373.0,0.054,0.012,61,367,0.018
T98721,2,162.7,1316.0,0.03,0.012,72,275,0.014
T97184,1,167.2,1387.0,0.024,0.012,66,272,0.013
T97776,2,170.6,1352.0,0.066,0.012,75,255,0.02
T92267,2,165.0,1329.0,0.051,0.012,68,351,0.018
T96915,1,176.1,1379.0,0.055,0.012,81,407,0.025
T96276,1,162.7,1347.0,0.039,0.012,98,341,0.024
T96232,1,173.6,1344.0,0.032,0.012,77,309,0.02
T96116,1,168.7,,0.047,0.012,79,271,0.018
T94242,1,169.7,1411.0,0.024,0.012,63,373,0.019
T93062,1,156.9,1377.0,0.06,0.012,62,299,0.016
T92495,1,173.5,1401.0,0.053,0.012,71,360,0.022
T97863,2,165.8,1362.0,0.058,0.012,55,403,0.019
T92484,2,181.2,1385.0,0.048,0.012,82,269,0.017
T92016,1,166.8,1376.0,0.049,0.012,78,386,0.017
T98721,2,164.9,1381.0,0.05,0.012,62,327,0.016
T99392,2,161.4,1346.0,0.059,0.012,76,337,0.019
T99226,1,165.0,1309.0,0.031,0.012,95,368,0.026
T95282,1,174.9,1405.0,0.054,0.012,71,221,0.016
T91769,1,170.5,1364.0,0.048,0.012,77,353,0.019
T92853,1,167.1,1323.0,0.045,0.012,72,331,0.018
T96172,1,171.0,1370.0,0.047,0.012,73,362,0.02
T96249,2,161.9,1379.0,0.034,0.012,68,329,0.019
T96575,2,161.4,1371.0,0.022,0.012,94,294,0.021
T99433,1,160.6,1377.0,0.058,0.012,45,297,0.013
T94510,1,171.9,1372.0,0.066,0.012,74,301,0.019
T96258,2,172.6,1362.0,0.044,0.012,67,350,0.019
T97873,2,159.4,1374.0,0.062,0.012,83,399,0.024
T97736,2,160.3,1366.0,0.048,0.012,82,242,0.019
T93695,1,164.0,1375.0,0.067,0.012,79,271,0.019
T93511,1,157.8,1380.0,0.045,0.012,59,291,0.014
T98777,2,166.6,1385.0,0.03,0.012,86,220,0.018
T96116,1,175.1,1358.0,0.064,0.012,64,261,0.014
T99571,2,167.6,1387.0,0.06,0.012,84,286,0.02
T97910,1,172.2,1381.0,0.04,0.012,73,328,0.019
T98574,1,155.8,1401.0,0.062,0.012,72,333,0.02
T99338,2,161.5,1375.0,0.02,0.012,65,279,0.016
T99154,2,151.7,1395.0,0.06,0.012,45,421,0.016
T98041,1,164.6,1314.0,0.054,0.012,93,297,0.023
T98408,2,180.3,1344.0,0.039,0.012,74,340,0.021
T93558,1,177.4,1398.0,0.06,0.012,64,328,0.017
T96232,2,167.7,1378.0,0.026,0.012,75,341,0.019
T91197,2,165.6,1344.0,0.03,0.012,65,369,0.019
T99838,1,168.4,1375.0,0.047,0.012,59,315,0.017
T93693,1,156.7,1397.0,0.064,0.012,62,362,0.021
T97439,1,166.7,1339.0,0.027,0.012,64,358,0.015
T93693,2,150.0,1377.0,0.048,0.012,63,351,0.018
T91202,2,147.1,1425.0,0.058,0.012,72,331,0.021
T99666,1,162.6,1350.0,0.057,0.012,84,264,0.019
T98385,2,181.6,1347.0,0.051,0.012,74,275,0.015
T91391,1,176.7,1309.0,0.067,0.012,67,231,0.015
T94304,1,173.0,1361.0,0.044,0.012,42,372,0.009
T97374,1,165.1,,0.064,0.012,75,322,0.021
T91064,1,175.9,1357.0,0.051,0.012,61,375,0.014
T94561,1,161.4,1435.0,0.057,0.012,72,256,0.016
T92734,2,156.7,1455.0,0.043,0.012,75,320,0.02
T94943,2,161.0,1415.0,0.028,0.012,65,288,0.014
T95931,1,153.8,1352.0,0.025,0.012,59,276,0.014
T99110,2,180.9,1378.0,0.054,0.012,73,277,0.02
T99338,1,168.8,1355.0,0.039,0.012,55,459,0.018
T91502,2,158.9,1354.0,0.048,0.012,97,362,0.025
T91659,2,164.4,1379.0,0.057,0.012,70,288,0.019
T95297,1,164.2,1344.0,0.059,0.012,76,263,0.017
T98099,2,175.0,1323.0,0.045,0.012,68,292,0.014
T94890,1,180.7,1335.0,0.036,0.012,60,402,0.018
T91197,2,172.6,1377.0,0.059,0.012,93,285,0.023
T91854,1,170.2,1417.0,0.041,0.012,55,260,0.011
T92685,1,167.2,1393.0,0.067,0.012,69,262,0.016
T91769,1,165.8,1367.0,0.061,0.012,66,371,0.021
T97528,1,165.6,1389.0,0.057,0.012,64,271,0.016
T99792,1,165.8,1368.0,0.032,0.012,61,384,0.016
T93911,1,163.6,1397.0,0.038,0.012,65,327,0.018
T98392,2,161.9,,0.062,0.012,75,363,0.02
T94890,1,157.6,1310.0,0.021,0.012,72,388,0.015
T98555,2,163.4,1354.0,0.059,0.012,74,288,0.018
T92899,1,155.8,1387.0,0.04,0.012,65,358,0.017
T92267,2,161.1,1390.0,0.06,0.012,79,318,0.02
T97776,1,164.2,1358.0,0.048,0.012,51,335,0.014
T96530,1,166.8,1316.0,0.046,0.012,67,439,0.017
T98392,2,166.7,1375.0,0.055,0.012,66,317,0.019
T96675,1,168.5,1332.0,0.06,0.012,66,368,0.018
T93931,1,167.9,1349.0,0.055,0.012,66,409,0.017
T92495,1,177.6,1405.0,0.043,0.012,67,290,0.016
T94242,1,176.6,1359.0,0.036,0.012,77,275,0.012
T92899,2,162.3,1352.0,0.062,0.012,64,312,0.016
T94843,1,171.4,1367.0,0.046,0.012,64,272,0.017
T99322,2,163.8,1393.0,0.059,0.012,84,297,0.018
T92930,1,153.3,1364.0,0.07,0.012,81,297,0.023
T92059,1,169.7,1407.0,0.052,0.012,70,310,0.017
T96311,1,161.3,1347.0,0.034,0.012,72,271,0.016
T96390,1,160.2,1344.0,0.063,0.012,51,332,0.017
T98041,2,160.9,1382.0,0.034,0.012,67,297,0.014
T94581,1,159.7,1353.0,0.033,0.012,77,305,0.016
T99338,1,177.8,1382.0,0.024,0.012,77,351,0.016
T97863,1,156.6,1427.0,0.024,0.012,56,335,0.013
T98989,2,163.9,1338.0,0.063,0.012,53,377,0.017
T92016,2,153.2,1378.0,0.032,0.012,78,382,0.018
T96311,2,159.9,1393.0,0.025,0.012,82,301,0.018
T95488,2,155.8,1354.0,0.038,0.012,78,327,0.02
T98858,1,168.6,1370.0,0.056,0.012,94,337,0.022
T94099,1,154.3,1312.0,0.037,0.012,86,290,0.018
T96592,2,175.0,1370.0,0.035,0.012,61,272,0.012
T91854,1,155.8,1345.0,0.044,0.012,86,358,0.023
T91775,1,157.7,1345.0,0.021,0.012,60,377,0.015
T97873,2,169.7,1365.0,0.045,0.012,74,279,0.02
T92585,1,178.1,1359.0,0.07,0.012,54,332,0.017
T95887,2,161.9,1339.0,0.06,0.012,82,288,0.02
T98526,2,169.2,1409.0,0.024,0.012,64,291,0.012
T96530,2,157.7,1374.0,0.053,0.012,97,301,0.023
T96463,2,161.4,1380.0,0.043,0.012,74,357,0.019
T98858,2,164.2,1356.0,0.061,0.012,69,342,0.023
T98385,2,159.2,1368.0,0.025,0.012,59,365,0.015
T91391,1,173.0,1318.0,0.032,0.012,75,324,0.02
T91860,1,170.6,1343.0,0.06,0.012,74,251,0.015
T92028,1,161.3,1407.0,0.062,0.012,62,382,0.02
T93695,2,147.8,1386.0,0.046,0.012,89,365,0.025
T98041,2,159.9,1358.0,0.021,0.012,62,209,0.012
T94763,2,173.8,1380.0,0.065,0.012,52,306,0.015
T95887,1,164.1,1326.0,0.039,0.012,68,314,0.017
T91854,1,172.2,1360.0,0.022,0.012,70,349,0.017
T99392,2,176.6,1370.0,0.061,0.012,66,363,0.018
T93612,2,169.2,1390.0,0.041,0.012,77,344,0.018
T96915,2,172.9,1350.0,0.029,0.012,71,316,0.017
T98392,2,161.0,1371.0,0.06,0.012,87,256,0.021
T97439,2,173.1,1364.0,0.043,0.012,84,425,0.024
T92528,1,163.5,1379.0,0.05,0.012,78,398,0.02
T99755,2,159.6,1376.0,0.061,0.012,79,375,0.021
T98270,2,179.8,,0.046,0.012,51,396,0.015
T92059,2,164.9,1379.0,0.026,0.012,79,270,0.017
T94748,2,160.0,1355.0,0.068,0.012,78,356,0.019
T91995,1,168.0,1357.0,0.034,0.012,89,360,0.018
T91663,2,157.4,1331.0,0.07,0.012,62,226,0.017
T91391,2,156.2,1388.0,0.02,0.012,61,345,0.014
T98916,2,163.5,1367.0,0.044,0.012,65,281,0.017
T92678,1,154.9,1343.0,0.055,0.012,70,345,0.02
T92306,2,161.7,1350.0,0.065,0.012,57,360,0.019
T99666,1,155.8,1411.0,0.059,0.012,53,320,0.015
T94748,2,171.9,1364.0,0.033,0.012,62,370,0.017
T96463,2,176.8,1381.0,0.032,0.012,52,371,0.016
T95636,2,155.3,1357.0,0.038,0.012,48,271,0.01
T95658,2,179.9,1341.0,0.026,0.012,61,233,0.009
T97892,2,170.3,1371.0,0.053,0.012,70,254,0.016
T93454,2,166.7,1398.0,0.067,0.012,67,415,0.019
T98849,2,154.3,1407.0,0.052,0.012,79,263,0.016
T93433,2,153.5,1404.0,0.047,0.012,51,305,0.012
T94890,2,164.7,1386.0,0.045,0.012,80,324,0.021
